node_id,tokens,ord
296,"afternoon, air, authority, brother, camp, case, community, considered, delivered, distinctions, doctor, evening, existing, foot, form, friend, gentleman, ground, individual, insulted, is, large, looked, looking, man, matter, matters, morning, mysterious, now, only, pinch, question, sage, said, small, snuff, stool, such, suggestion, terms, took, turned, yesterday",296
297,"acquire, adequate, adversary, afterwards, call, case, cessation, closed, coming, concealing, counteract, ears, eyes, face, foresaw, had, hear, heard, honesty, hostilities, increase, independent, involve, justification, matter, mistake, motive, mr, opened, perceiving, profession, pushed, question, real, refinements, render, reputation, rip_van, said, stepped, stimulate, was, winkle",297
298,"do, know, person, say, think, why",298
299,"affront, camp, doctor, man, proceeding, reason, required, said, stool, sufficient",299
300,"case, communicate, convey, doctor, evening, fact, morning, night, payne, quiet, said, sir",300
301,"camp, man, said, stool, sure",301
302,"beseech, conjure, entreat, matter, other, payne, question, quiet, repeat, said, sir",302
303,"accepted, after, answer, answered, black_silk, black_velvet, bound, broadcloth, buttoned, cap, challenge, club, coat, collar, day, deliberate, described, explanation, feel, first, had, hat, have, honour, inquiry, intoxicated, invented, jacket, kid_gloves, lace, last, maintain, mr, offered, person, pickwick, proposed, replied, rip_van, silk, sir, speak, tall_gaunt, time, trimmed, tupman, ungentlemanly, uniform, was, wear, wearing, white_silk, winkle, word, wore",303
304,"admire, advancing, caused, condescension, conduct, dear, do, doctor, extended, gallantry, good, hand, having, head, honour, humoured, inconvenience, induce, judgment, know, little, meeting, permit, purpose, regret, said, say, sir, submit, tell, think, why",304
305,"mention, rip_van, said, sir, winkle",305
306,"acquaintance, doctor, feel, little, proud, said, sir",306
307,"admiration, afford, answered, arms, brother, camp, conduct, day, do, doctor, excess, excessive, first, friend, gentleman, greatest, hands, heroic, insensibility, internal, judgment, know, last, lieutenant, man, mr, named, noble, pleasure, replied, rip_van, say, shook, shoulder, sir, snodgrass, stool, think, time, why, winkle",307
308,"adjourn, do, know, lieutenant, said, say, think, why",308
309,"added, continued, doctor",309
310,"aggrieved, camp, case, challenge, exert, expose, fact, feels, has, induce, interposed, man, matter, mr, permit, reconcile, relinquish, right, rip_van, satisfaction, stool, submit, tamely, unless, winkle",310
311,"being, denial, expressed, great, mr, passion, satisfied, self, sympathy",311
312,"affronted, camp, early, feel, feet, fell, gentleman, give, happy, late, make, man, meeting, observations, period, said, satisfaction, stool, take",312
313,"adjusted, cases, contentment, day, decline, entire, first, foot, found, gentleman, ground, handsome, induced, last, left, manner, mr, obliged, obtain, offer, party, pretensions, proceeded, proceedings, professed, seconds, snodgrass, spoken, time, whole",313
314,"doctor, inquired, mr, remain, rip_van, stopped, walked, winkle",314
315,"day, do, know, last, leave, morrow, night, reply, say, stay, think, time, why",315
316,"afternoon, awkward, brother, disengaged, doctor, evening, friend, have, little, mistake, morning, pleasant, pleasure, rooms, said, seeing, spending, trust",316
317,"answered, brother, bull, day, friend, friends, have, join, leave, like, morning, mr, night, replied, rip_van, winkle",317
318,"afternoon, being, doctor, dump, early, eight, fifteen, five, great, hour, late, little, look, nine, o’clock, pleasure, said, six, ten, thirty, twenty",318
319,"dear, friends, happy, introduce, invite, mr, pickwick, rip_van, said, tupman, winkle",319
320,"answered, being, doctor, give, great, had, little, make, pickwick, pleasure, replied, sure, suspecting, take, tupman, was",320
321,"come, go, said, snodgrass, sure",321
322,,322
323,"accompanied, after, along, barracks, continued, cordial, day, doctor, exchanged, farewells, first, friends, gate, hill, inn, last, mr, party, reached, repaired, returned, rip_van, road, separated, snodgrass, time, winkle",323
324,"about, above, absence, account, announced, appearance, apprehensions, apron, augmented, bald, bare, basement, beaded, beeches, behaviour, behind, below, beneath, black, blade, blue, boards, bones, bonnet, boots, breast, breeches, bright, brimstone, bristly, broad, brow, brown, bushy, button, buttoning, buttons, cap, careworn, cashmere, checked, cheek, cheek_bones, cheeks, chest, circumstances, closed, cloth, clumps, coach, companion, complexion, conch, conjectures, consequence, contraction, cool, corduroy, countenance, covered, cuffs, day, detailed, detain, diminish, dismiss, disorder, drab, drawing, dressing_gown, encased, encreased, ends, entered, evening, expression, eyelids, eyes, face, featured, felt, filaments, fingers, fir, flesh, forehead, fork, fouled, friends, furrowed, garment, gleaming, glistened, green, greet, grey, had, hair, half, handbag, handkerchief, high, historical, holding, holes, hung, icicles, immovable, inquired, interest, jacket, jaws, knee, knife, lank, large, last, leather, leaved, leaves, level, lichen, lip, lips, long, looked, looking, made, making, man, matted, means, moment, more, morning, mountain_ash, mouth, mr, muscles, mysterious, nailed, narrow, natural, nature, neck, night, nose, now, observer, observing, occurred, offer, old, open_spaces, opened, ordinary, outer, pale, pantaloons, paved, peeling, pickwick, piercing, pipe, plaited, plated, pleasure, point, preceding, present, prominent, purples, putting, questions, red, red_tiles, rendered, reply, ribs, rose, round, ruddy, running, sallow, scientific, screwed, seed, serge, shabbier, shapely, shawl, sheath, shiny, shoes, shoulder, singular, sky, sleeves, slender, small, snodgrass, social, society, sock, soft, some, sprinkled, square, squat, stage, sticking, stone, straggling, straight, stranger, streaks, strewn, striking, sunburnt, sunken, supposed, surtout, swathed, tended, than, thick, thin, time, tiny, trees, trousers, tufts, tulle, tupman, uncombed, unusual, upper, vest, vibrated, waistcoat, was, watch_chain, way, wearing, were, white, whole, wide, windows, wiry, woollen, wore, worn, yellow, yellow_hair",324
325,"about, anecdote, brother, connected, desirous, discovered, entered, evening, extended, eye, favour, friend, gentleman, hand, hands_clasped, have, head, house, known, little, looked, looking, member, morning, mr, night, now, person, pickwick, place, profession, reputation, rested, resting, rip_van, said, same, theatre, tupman, uncouth, winkle",325
326,"actor, advancing, anecdote, beeches, blue, bosomed, brandy, business, call, calling, clumps, coated, company, confidential, dark, day, designated, destroying, dismal, fellow, fir, flossy, gaitered, gentleman, green, hear, heavy, imitation, jemmy, last, leaved, leaves, lichen, limbed, lots, low, man, miseries, mountain_ash, mr, night, pangs, purples, ragged, remainder, rhododendron, rip_van, said, sauntering_along, seated, slantwise, snodgrass, sorts, speaking, strange, stranger, table, time, tone, water, welcomed, winkle, woes",326
327,"going, mr, oblige, pickwick, proceeding, relate, said, sir, tupman",327
328,"already, book, clean, cleft, community, dirty, dismal, distinctions, existing, expansion, foam, given, gurgling, hollow, individual, keeping, leaden, letter, man, mr, note, outward, paper, pocket, poet, roll, rushes, said, snodgrass, steep_incline, swooping, taken, took, turning, underbrush, voice, white_foam",328
329,"abruptness, already, answered, do, given, know, little, matter, mr, question, replied, say, snodgrass, taken, think, way",329
330,"all, care, dark, do, embellishments, false, help, horizontally, illusions, know, life, light, live, makes, music, one, or, other, poetry, prose, real, ribbed, say, stage, strip, there, think",330
331,"answered, replied, sir, snodgrass, true, truth",331
332,"added, admiring, aureole, black_lace, bunches, carmine, chestnut_hair, continued, coral, court, dismal, dresses, finery, footlights, found, frames, gaudy, gauntlets, give, gowns, grand, is, left, lingerie, live, make, man, oils, people, plaited, redolent, returned, scarlet, settees, show, silken, sink, sitting, sprinkling, standing, starve, swim, things, throng, tulle, uncared, unknown, upholstered, wavy, wills",332
333,"dismal, do, eye, felt, furrowed, hands_clasped, know, man, mr, necessary, rested, resting, said, say, snodgrass, sunken, tell, think, why",333
334,"answer, black, croaking, downs, eyed, grey, help, look, peeling, portuguese, red, said, spanish, speak, susan, traveller, white",334
335,"begin, give, glass, make, pickwick, said, try, tupman",335
336,"brandy, closed, club, dismal, find, following, glass, half, hint, incident, long, man, mixed, opened, paper, proceeded, read, recorded, relate, roll, stroller, swallowed, tale, took, transactions, water",336
337,"stroller, tale",337
338,"bestowed, common, day, days, deserve, despise, destitution, destructive, dismal, downwards, excess, excessive, few, first, going, human, insensibility, internal, is, known, last, life, man, many, marvellous, more, natural, nature, notes, notice, offend, ordinary, progress, reached, relate, rose, said, sickness, social, stations, step, subject, sweeping, than, thrown, time, traced, uncommon, vicissitudes, want, years",338
339,"actor, acuteness, added, answer, bacon, become, besetting, better, bodily, bread, butter, careful, certain, chastened, chicken, class, complete, constraint, continued, convey, could, course, days, death, depend, did, die, disease, dissipation, drunkard, emaciated, employ, enable, energies, enfeebled, engagement, fascination, fast, found, gained, good, guessed, habitual, had, haggard, help, hopeless, house, humanity, ignorance, imaginative, impossible, indefinable, induced, investment, latent, left, lose, low, maintenance, man, many, men, mental, milk, neglected, obtain, pantomime, people, perception, perform, persevered, physical, place, portion, potatoes, poverty, powers, prudent, public, pursuits, receipt, receive, require, resist, result, returned, salary, same, secure, selfishness, sin, situations, speak, sternness, strengthening, subsistence, sugar, taxing, temptations, theatre, things, thirty_pounds, useful, wanted, was, years",339
340,"acquainted, actors, admit, adopt, already, appearance, ballet, being, bordering, borrowing, case, chair, commonest, companion, compelled, concealment, dark, day, demand, discharged, earn, earning, enabled, engaged, establishment, excite, exert, expose, failed, few, given, gratify, great, hang, heavy, holding, host, house, inspire, irregularities, knows, large, life, low, man, matter, men, minor, mode, more, morning, neat, new, night, obtaining, occasions, old, other, pantomime, people, permitted, piece, pittance, place, possession, pound, poverty, procession, procured, procuring, production, promote, propensity, put, quarterly, question, reconcile, reduced, resort, resource, run, selfishness, services, shabby, shillings, slantwise, small, spectacle, spent, stage, starvation, state, stricken, taken, taking, temptations, than, theatres, theatrical, things, trifle, tumblers, twopence, unreserve, way, weekly, wretched",340
341,"ablest, absurdity, adduced, adequate, adorned, after, aglow, albert_stires, alders, all, alleys, amber_satin, appearance, arm, arms, ashpit, aslant, attired, auburn_hair, avenue, bare, before, bellow, bent, black, bloated, blood, bloodless, blue, blue_veined, bluish, body, bridge, broad, brocade, broken, canvas, catalogue, certificates, chalk, chrisfield's, city_loan, cleft, clown, colours, communicate, contrasted, contrasting, convey, costume, crashing, crossing, crumbling, damask, dance, day, death, decorated, deficient, deformity, description, din, do, dollars_worth, doorways, drapery, dress, dressed, drums, embonpoint, engagement, enhanced, ethical, existing, eye, eyes, face, fantastic, few, fields, figures, finger, first, foam, followed, forget, frightful, furrowed, gave, glassy, gleamed, glistening, grey, groups, gurgling, had, half, hand, hands, head, heard, hideous, holding, hollow, horrible, house, hundredfold, idea, individual, inlaid, institutions, justification, knees, knew, know, lanes, lashes, last, laughter, leaden, leave, legs, lifted, loan, london, long, looked, lost, lustreless, lustrous, luxuriance, man, meadows, met, money, morbidly, motive, mute, neck, night, obtain, one, openings, or, ornamented, outlined_against, paint, painter, palest, pantomimes, paralysis, peals, place, portrayed, pound, presented, privations, profusion, provinces, put, reasoning, recounted, red, repulsive, request, richness, ripples, roar, roaring, rows, rubbed, rubbing, rushes, satin, saw, say, shadowing, shady, shapes, shillings, shook, short, shoulder, shrunken, shudder, sickness, side, sight, silhouettes, sixty_thousand, skinny, skulking, smooth, spark, spectral, stage, steep_incline, sum, surrey, swooping, tapped, teeth, terminating, theatres, there, thick, thin, think, thunder, time, took, trailing, translucent, travelling, trembled, trembling, tremulous, trifling, tumble, turned, twopence, underbrush, unnatural, upwards, urgent, usual, voice, was, water, way, week, white, white_foam, why, words, wrinkled, year, yellow, yells",341
342,"begging, being, boy, clean, comply, crumpled, curtain, dirty, distance, errand, expostulate, feet, fell, few, forget, get, great, hand, head, ill, ink, intimating, lodgings, man, melancholy, name, nights, notepaper, paper, pencil, performance, promised, put, sallied, scrap, scrawled, see, street, theatre, words",342
343,"above, afternoon, again, all, already, away, back, balconies, beeches, benefit, blew, blown, bordered, boughs, branches, buildings, chill, chimneys, clumps, coal, cold, collected, comfortless, course, craggy, damp, dark, day, difficulty, directed, discussions, down, dripping, early, finding, fire, first, flange, flickered, fog, frequented, fronts, gas_lamps, given, grey, heavy, hollows, house, lamps, last, late, lay, length, light, lights, little, many, mist, misty, moon, morning, narrow, night, nooks, object, oil, one, openings, or, panes, patches, pavements, performances, piece, piled, place, played, playing, pools, protracted, purples, rain, rain_poured, rickety, right, roofs, room, scattered, sea, search, shed, situation, sky, slantwise, snow, spreading, squares, stifling, storey, streets, succeeded, swarming, taken, there, tiled, time, tinkled, tossing, uncertain, unusual, upper, violence, walk, water, white_walled, wide, wind, wind_blew, windows, wreaths",343
344,"bedside, brother, chair, doze, eyes, face, fallen, floor, found, front_door, had, heed, holding, house, kind, led, left, leisure, looked, looking, lying, man, met, observe, place, placed, presence, sick, square, stairs, stone, telling, took, top, turned, wall, was, wife, woman, wooden_bridge, wretched",344
345,"apartment, articles, bags, bare, battered, bed, bedstead, bits, blackened, blew, bookshelves, boots, both_sexes, bottles, boxes, broken, bundles, buttons, chair, chairs, checked, child, china, chinks, cinder, coins, comfortless, corner, cornered, corners, couple, covered, cracks, cups, curtain, dangled, day, dishes, domestic, door, drawn, dripping, exception, exclude, few, fire, flange, flickered, floor, foils, folds, forks, glass, grate, gravestones, had, hand, handkerchiefs, head, heaps, hearth, holding, hooked, hung, instant, items, kettles, last, laths, lay, lighting, little, looked, low, lying, made, medicine, napkins, night, now, numerous, old, only, open, other, pair, panes, people, pipes, plates, pots, ragged, rags, rain, red_tiles, remains, room, rusty, sat, saucers, sea, shelf, shelves, shoes, side, sleeping, slouching, soap, some, stage, stained, stains, stockings, stood, strewn, stuffed, sugar, swathed, table, tattered, temporary, thick, things, thrown, time, tin, tinkled, tiny, tossing, trousers, turned, unfixed, wall, was, washstand, wax_candles, way, were, whirls, wind, woman, yellow",345
346,"after, attempts, aware, bed, breathing, dark, day, easy, eyes, eyes_fixed, face, feet, fell, feverish, first, glanced, had, hand, hands_clasped, head, heavy, hopped, house, last, letter, little, man, mark, note, particulars, perform, place, presence, procure, pulses, rested, resting, restless, rolled, sick, slantwise, slid, spinning, stared, staring, started, stopped, stretched_out, swinging, swung, time, tossed, tumbled, was",346
347,"brother, day, do, john, know, morning, mr, night, said, say, sent, think, why, wife",347
348,"brow, cheek, chin, collect, do, endeavoured, endeavouring, fellow, few, forehead, grasping, hand, head, invalid, knee, know, leave, let, murder, old, palm, passing, said, say, seconds, see, seemed, stretched_out, think, thoughts, tightly, ungloved, why, wrist",348
349,"addressing, brother, half, long, said, weeping, wept, wife",349
350,"answered, day, do, john, know, morning, night, replied, say, think, why, yesterday",350
351,"apprehension, bear, beat, boy, bring, come, couch, cry, deadly, do, drive, ear, every_muscle, exhausted, glanced, go, grasp, have, helpless, insensibility, jem, keep, know, let, look, man, many, murder, pillow, relaxed, said, sank, say, seen, shudder, stared, staring, starved, stooped, stretched_out, think, tightly, times, weak, whispered, why, yesterday",351
352,"better, bright, calmer, case, closed, creature, do, doubt, entertained, explained, eyes, face, fact, few, form, glance, good, had, instant, knew, know, looked, looking, man, matter, meant, opened, pale, poor, real, retired, said, say, seconds, see, sight, stand, state, think, turned, was, wasted, woman",352
353,"gone, inquired",353
354,"hurt, said",354
355,"alarmed, arm, bedside, borne, bright, close, closer, day, deep, died, do, dreadful, drew, drives, evil, eyes, face, fear, first, has, heart, holding, hurt, jem, know, large, last, looked, looking, low, mad, man, morning, night, pale, raised, said, say, sleep, small, soul, spirit, stared, staring, started, stopped, tell, think, threw, time, turned, voice, wakes, whisper, why, woman",355
356,"abject, consolation, course, cruelty, deprive, detrimental, do, embitter, half, hatred, hope, impression, know, long, man, neglect, never, occurred, offer, produce, reply, say, sickened, tell, think, thought, why, wickedness, yet",356
357,"able, after, afternoon, arm, arms, brother, case, clearness, control, day, divest, evening, exclamations, fact, feeling, feet, fell, fever, finding, first, found, grief, grow, hands, hopped, hours, house, impatience, incoherent, indefinable, indescribable, knowing, last, left, length, matter, mind, miserable, morning, murmuring, necessary, next, night, pain, partial, patient, place, present, probability, promising, reason, repeat, rolled, sat, scene, sense, side, sit, slid, sorrow, spinning, state, stood, subdued, suffering, swinging, swung, throwing, time, tossed, tumbled, turning, unalloyed, unconsciousness, violent_passions, visit, wanderings, wanders, wife, worse",357
358,"air, alteration, anxiety, brightness, brilliance, burning, cracked, dark, day, disease, dry, eyes, face, fever, first, flame, frightful, glistening, glowed, glowing, granite, had, hard, heat, heavy, height, horrible, hot, hours, houses, hue, humid, indicating, kept, last, lips, lustre, lustrous, man, mantling, many, mouth, parched, places, produced, promise, radiant, ravages, shining, skin, slantwise, sparkled, sparkling, sucking, sunk, time, tint, tints, transparent, unearthly, voluptuously, was, wild",358
359,"amusement, attendant, avenue, awful, bed, beings, blending, boisterous, burning, bursting, callous, clown, day, death, deep, distorted, dying, eyeballs, fever, few, flame, gallery, gradations, had, heard, heart, hope, hours, human, interwoven, knew, laugh, limbs, listening, low, man, medical, morning, murmurings, night, noises, obscuring, occupied, opinion, peal, peals, ravings, sat, saw, seat, shrill, sitting, sounds, standing, stood, strike, took, torments, tortures, translucent, was, wasted, writhing",359
360,"above, acting, afternoon, air, alive, ambitions, amusements, arched, arm, arms, associate, bare, bare_arms, bed, bemoaned, binding, black_walnut, blood, blue, bluish, body, bracket, broad, burden, burning, call, carpet, carpetless, cavern, ceiling, character, chief, close, come, concealment, cords, couch, crashing, crawling, creep, crimson, cruelty, curled, curling, curtains, curve, dark, darkness, darksome, dashed, day, deficiencies, disclosure, dispositions, doggerel, doorways, dragging, drew, dripping, drums, dry, early, electric_light, employments, enormous, ensue, evening, expanded, eyes, face, faces, fancied, feet, fell, few, figures, fill, filled, fireplace, first, flame, flitted, floors, fluttering, foaming, followed, frightful, fringed, gables, give, glanced, glass, gleamed, gleaming, glistened, glistening, go, going, grave, grey, groups, had, hand, hands, happy, hatred, hazard, head, health, hear, heated, heavy, helpless, hid, hold, holding, hoofs, horrible, hot, house, humiliation, ideas, ill, imagined, impeded, impediment, impression, insects, irons, knee, knees, knew, last, late, leaped, leaping, learned, leave, let, lies, life, light, limbs, lips, looked, lose, low, lurched, make, man, marble, massive, maze, men, mind, minute, moaned, money, morning, mouth, mouthing, murmured, myriads, night, obstacle, occupations, old, openings, opposed, ordinary, own, panels, panes, part, pause, peered, peering, people, period, persecutor, persecutors, pillow, place, play, positions, powerful, prevent, produced, progress, public, pursuits, raced, raised, reached, rendered, reptiles, reverting, rhymes, roar, roaring, rolled, rolling, roofs, room, rooms, rose, rows, rumbling, same, selfishness, shaded, short, shoulder, shouted, sighed, silence, silhouettes, singing, situations, size, slantwise, smooth, social, solemn, solid, song, sparkling, spinning, sprinkled, stared, staring, started, stopped, stretched, struggled, superincumbent, swept, swiftly, swinging, swung, take, tedious, theatre, themes, thick, thin, thing, things, threw, thunder, thundering, time, tossed, touching, trailing, turned, uncouth, vault, very, waded, walls, wandering, wanderings, was, wavy, way, weak, weakness, well, were, wheels, wickedness, withered, wretched, yellow",360
361,"acknowledge, alteration, appeared, arm, arms, articulate, attempt, awoke, bed, bedside, behind, being, bent, blackness, blur, breast, breathed, caught, change, cheek, child, clattering, clenched, close, closed, clutch, come, consciousness, continued, convulsively, dead, delicate, desperate, difficulty, disturbed, dreadful, drew, effort, exertion, extended, eye, eyes, face, father, features, feet, fell, felt, few, finger, fists, flickering, fright, fruitless, glare, gleam, go, grasped, great, gripped, groan, had, half, hand, hands, head, held, holding, injure, insanity, knees, knew, lest, lifted, little, long, lulled, lurid, made, minutes, mother, moved, neck, noise, opened, other, overpowered, paroxysms, perverseness, pierced, prostration, raised, ran, rattling, ravings, returned, rose, sank, sat, screaming, seat, shook, short, shoulder, shut, slowly, slumber, some, stifled, stood, stopped, streamed, striking, sufferings, sunlight, teeth, terrified, throat, transfixed, unavailing, unutterable, unworthy, violence, violent, was, watched, watching",361
362,"afford, anecdote, doubt, enabled, foregoing, gratification, have, highest, indulgence, little, momentous, mr, occurrence, opinion, participation, pickwick, present, readers, record, tupman, unfortunate",362
363,"answer, authority, book, closed, day, entered, few, fingers, first, glass, had, hand, have, head, help, last, letter, lips, made, mind, mouth, mr, nose, note, opened, pickwick, replaced, retained, room, said, sentences, snodgrass, some, speak, stating, table, tale, terms, time, tupman, waiter, was",363
364,"gentlemen, sir",364
365,"comers, company, conjectured, countenance, delivering, enlightened, expression, gaze, gazed, gazing, information, interrupted, looked, looking, mr, new, pickwick, point, remarks, seeking, thames, tupman, turned, waiter, world",365
366,"acquaintance, added, continued, evening, fellows, friends, like, made, morning, mr, night, pleasant, retired, rip_van, rising, said, show, some, waiter, winkle",366
367,"continued, equanimity, gentlemen, mr, pickwick, restored, returned, room, tupman, ushered, waiter",367
368,"brother, doctor, friend, lieutenant, mr, payne, pickwick, rip_van, said, seen, slam, tupman, winkle",368
369,"countenance, doctor, emotion, expression, mr, paused, pickwick, rip_van, strong, tupman, visible, winkle",369
370,"doctor, emphasis, emphatic, gentleman, marked, met, said",370
371,"rip_van, said, winkle",371
372,"beeches, bestowing, blue, bosomed, brother, clumps, coated, day, decline, do, doctor, fir, first, flossy, friend, gaitered, gave, glance, green, invitation, know, last, leaved, leaves, lichen, lieutenant, limbed, mistaken, morning, mountain_ash, never, night, person, pressing, purples, ragged, rhododendron, said, sauntering_along, say, saying, scowled, scrutinising, stranger, think, thought, time, whispered, why, yet",372
373,"conclusion, do, gentleman, know, said, say, tell, think, whisper, why",373
374,"answered, do, doctor, know, replied, say, think",374
375,"being, bound, camp, great, importance, kick, lick, murmured, owner, sighed, spot, stool",375
376,"accept, addressing, allow, ask, belongs, interposed, lieutenant, mr, mystified, party, payne, person, pickwick, play, quiet, said, sir, tupman, wish",376
377,"answered, guest, mr, pickwick, replied, sir, tupman",377
378,"club, lieutenant, member, mistaken, said",378
379,"pickwick, responded, tupman",379
380,"button, buttoning, club, fork, handbag, lieutenant, said, sock, sticking, wears",380
381,"answered, astonished, pickwick, replied, tupman",381
382,"accuracy, arm, aspect, beamed, beaming, bent, brother, confounded, countenance, doctor, doubt, expression, ferocious, ferocity, finger, friend, gaze, gazed, gazing, holding, implying, knees, lieutenant, lifted, little, looked, looking, mr, neck, perceptible, pickwick, recollection, shook, shoulder, shrug, startling, tupman, turned, unconscious, wrathful",382
383,"addressing, ball, calf, catch, comb, day, doctor, first, gentleman, inserted, jacket, keg, last, leg, made, morning, mr, night, pickwick, pin, powdering, said, some, start, stop, time, tone, tupman",383
384,"affirmative, between, faint, gasped, groaned, looked, looking, mr, pickwick, tupman, while",384
385,"companion, doctor, person, pointing, said, stranger, unmoved",385
386,"admitted, case, fact, mr, pickwick, tupman",386
387,"ask, card, chastising, choose, doctor, gentleman, gentlemen, give, impose, make, necessity, presence, receive, said, sir, spot, stranger, take, treatment, wish",387
388,"accept, allow, case, circumstances, come, explanation, go, inquiry, matter, mr, pickwick, question, recount, said, sir, take, tupman",388
389,"account, adjured, borrowing, buttoned, cap, case, clear, coat, collar, dinner, done, expatiated, fact, few, found, hat, jacket, left, little, matter, mr, own, penitence, pickwick, remorse, repentance, stated, stranger, touched, tupman, words",389
390,"being, considerable, curiosity, do, eyeing, great, know, lieutenant, proceed, said, say, scorn, seen, sir, theatre, think",390
391,"answered, replied, stranger, unabashed",391
392,"actor, acts, affair, avarice, day, discipline, doctor, frailties, get, impossible, lieutenant, morning, morrow, night, officers, piece, proceed, rochester, said, stay, strolling, tenacious, theatre, turning",392
393,"dignified, payne, said",393
394,"accept, addressing, afternoon, allow, avoiding, be, best, bounced, choice, companions, disagreeable, evening, future, good, lieutenant, morning, mr, object, pickwick, placed, recurrence, retrospect, room, said, scenes, select, sir, situation, sorry, such, suggest, tupman, way",394
395,"accept, afternoon, allow, brother, chin, company, concluded, contented, day, do, doctor, evening, first, followed, friend, good, irascible, key, know, last, look, loud, man, morning, mouth, name, nose, payne, pulled, pushed, said, say, sir, slipped, speech, stalked, tell, think, time, uttered, why, withering, words",395
396,"above, backwards, behind, beneath, bewilderment, bluest, breast, bursting, buttoned, buttons, cap, cheek, closing, cloth, coat, collar, dark, defiance, delivery, doctor, door, dragged, extreme, eye, fairfield, fire, fists, forwards, fury, gazed, gazing, gripped, hand, hat, head, high, instant, jacket, lay, leader, lock, looks, mr, noble, open, painfully, payne, pickwick, pierced, rage, recalled, revered, rising, rushed, sat, seized, sleeves, snodgrass, spot, sprang, stood, stump, swelled, swelling, tail, teeth, throat, transfixed, trousers, tupman, vacancy, vest, waistcoat, watch_chain, woollen, writhing",396
397,"cause, cried, distinguished, life, peril, pickwick, rip_van, snodgrass, tupman, winkle",397
398,"come, go, pickwick, said, take, tupman",398
399,"arm, arms, chair, company, drew, efforts, forced, gratifications, hold, holding, mr, partaker, pickwick, shoulder, shouted, snodgrass, tupman, united, whole",399
400,"applied, arts, beeches, blue, bosomed, brandy, bumper, capital, clumps, coated, contents, disappeared, dismal, fingers, fir, flossy, gaitered, gentleman, glass, green, having, leaved, leaves, lichen, limbed, lips, lots, man, mixed, mountain_ash, mouth, mr, nose, old, pickwick, pluck, purples, ragged, remainder, rhododendron, said, sauntering_along, stranger, stuff, tested, tupman, vices, virtues, water",400
401,"amiable, brandy, countenance, customary, done, expression, fast, had, mr, pause, pickwick, recovering, short, tupman, was, water, work",401
402,"dismal, man, notice, said, worth",402
403,"answered, ashamed, betrayed, chair, draw, feeling, holding, mr, pickwick, replied, right, sense, sir, table, throw, tupman, warmth",403
404,"abstraction, afternoon, anger, appeared, begun, believe, bosom, breast, buttoned, cap, cheek, circle, circumstance, coat, collar, complied, concluded, conviviality, discovery, dismal, evening, exception, excited, eyes_fixed, feeling, find, formed, good, hands_clasped, harmony, hat, house, humour, irritability, jacket, lingering, man, mean, morning, mr, occasioned, passing, place, prevailed, really, reasonable, rested, resting, restored, rip_van, sense, slight, stretched_out, suppose, table, temporary, winkle",404
405,"acknowledge, adventures, ambition, arrangement, authors, authorship, below, circumstances, claim, clear, cliffs, communicate, company, compared, convey, convince, dense, derive, discharge, dishonest, do, drew, duties, editorial, endeavoured, endeavouring, entertain, exhaustive, experience, facts, feeling, felt, fire, foolish, forbids, functions, gentle, hand, have, head, hill, honesty, hypocrisy, immense, impartial, important, influence, information, injure, judicious, know, knowledge, labours, lay, literature, manner, many, medium, merit, mist, more, much, narration, navigable, new, objection, other, others, pages, papers, particular, pickwick, propensities, raised, regard, researches, reservoir, respect, responsible, river, rock, rocky, say, sense, soils, sources, stream, such, summit, talents, tender, than, themselves, thickening, think, thirsting, true, truth, tupman, upright, urges, valley, valuable, vast, virtue, woods, woody, world, worldly, writers",405
406,"acting, authorities, avow, book, chapter, claims, comment, consciences, consulted, detail, determination, do, farther, further, indebted, justly, know, letter, mr, note, obligations, particulars, proceed, proceeding, recorded, say, snodgrass, soul, spirit, succeeding, tell, think, why",406
407,"adjoining, already, attacked, beds, bustle, chief, citadel, cities, commander, descent, districts, dozen, eagle, early, erected, evening, excitement, eye, following, fortifications, give, given, go, grand, had, hour, house, inspected, late, lines, manoeuvres, manufactories, morning, night, parts, place, population, regiments, review, rochester, rose, sprung, state, take, taken, temporary, tenanted, towns, utmost, villages, was, were, whole",407
408,"action, admirer, afoot, army, chatham, companions, crowds, delightful, description, dipping, direction, enthusiastic, extract, feeling, gathered, gave, genuine, had, harmonised, mr, peculiar, people, pickwick, pouring, quarters, readers, scene, sense, sight, slight, things, tupman, variety, walking, was",408
409,"air, alarming, appearance, approaching, arm, arms, assignable, backing, backwards, bare, batteries, bespoke, black, blue, books, bring, brown, bucklers, cause, ceremony, colonel, communicating, corduroy, covered, curtains_drawn, curvetting, denoted, eyes, face, foot, forwards, freshly, fro, full, full_gallop, galloping, glazed, glistened, grandeur, grey, ground, hands, hearsay, horse, horseback, house, houses, hung, importance, keep, keeping, ladies, lined, lines, loaning, looked, looking, magnificence, making, manner, military, most, mysterious, natural, nature, north_pennsylvania, occasion, officers, ordering, oval, people, place, places, plastered, posted, prancing, privates, reason, red, running, sentries, sergeants, servants, shares, shouting, slings, solemnity, spears, special, splendour, stock, stocks, street_railways, swathed, tall_gaunt, thick, things, troops, turned, uniform, utmost, vellum, very, voice, well, were, white, window_curtains, yelling, yellow",409
